start,mid1,mid2,end,leg1_symbol,leg1_action,leg1_price,leg1_from,leg1_to,leg2_symbol,leg2_action,leg2_price,leg2_from,leg2_to,leg3_symbol,leg3_action,leg3_price,leg3_from,leg3_to,start_amt,end_amt,fail_reason,leg1_lot_sz,leg2_lot_sz,leg3_lot_sz,leg1_min_sz,leg2_min_sz,leg3_min_sz,leg1_tick_sz,leg2_tick_sz,leg3_tick_sz,leg1_max_mkt_amt,leg2_max_mkt_amt,leg3_max_mkt_amt,leg1_max_mkt_sz,leg2_max_mkt_sz,leg3_max_mkt_sz
USDT,ALLO,USD,USDT,ALLO-USDT,BUY,ASK,USDT,ALLO,ALLO-USD,SELL,BID,ALLO,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.93700000,,0.01,0.01,0.0001,10,10,1,0.0001,0.0001,0.0001,1000000,1000000,370000,1000000,1000000,1000000
USDT,USD,ALLO,USDT,USDT-USD,SELL,BID,USDT,USD,ALLO-USD,BUY,ASK,USD,ALLO,ALLO-USDT,SELL,BID,ALLO,USDT,25.00000000,24.91780500,,0.0001,0.01,0.01,1,10,10,0.0001,0.0001,0.0001,370000,1000000,1000000,1000000,1000000,1000000
USDT,ANIME,USD,USDT,ANIME-USDT,BUY,ASK,USDT,ANIME,ANIME-USD,SELL,BID,ANIME,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.95790000,,0.01,0.01,0.0001,100,100,1,0.000001,0.000001,0.0001,1000000,1100,370000,1000000,1000000,1000000
USDT,USD,ANIME,USDT,USDT-USD,SELL,BID,USDT,USD,ANIME-USD,BUY,ASK,USD,ANIME,ANIME-USDT,SELL,BID,ANIME,USDT,25.00000000,24.91932770,,0.0001,0.01,0.01,1,100,100,0.0001,0.000001,0.000001,370000,1100,1000000,1000000,1000000,1000000
USDT,APE,EUR,USDT,APE-USDT,BUY,ASK,USDT,APE,APE-EUR,SELL,BID,APE,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.90680000,,0.000001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,4000,150000,1000000,1000000,1000000
USDT,EUR,APE,USDT,USDT-EUR,SELL,BID,USDT,EUR,APE-EUR,BUY,ASK,EUR,APE,APE-USDT,SELL,BID,APE,USDT,25.00000000,24.95470011,,0.0001,0.0001,0.000001,1,1,1,0.0001,0.0001,0.0001,150000,4000,1000000,1000000,1000000,1000000
USDT,APE,USD,USDT,APE-USDT,BUY,ASK,USDT,APE,APE-USD,SELL,BID,APE,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.95870000,,0.000001,0.000001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,4800,370000,1000000,1000000,1000000
USDT,USD,APE,USDT,USDT-USD,SELL,BID,USDT,USD,APE-USD,BUY,ASK,USD,APE,APE-USDT,SELL,BID,APE,USDT,25.00000000,24.92925593,,0.0001,0.000001,0.000001,1,1,1,0.0001,0.0001,0.0001,370000,4800,1000000,1000000,1000000,1000000
USDT,API3,USD,USDT,API3-USDT,BUY,ASK,USDT,API3,API3-USD,SELL,BID,API3,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.95150000,,0.000001,0.000001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,1300,370000,1000000,1000000,1000000
USDT,USD,API3,USDT,USDT-USD,SELL,BID,USDT,USD,API3-USD,BUY,ASK,USD,API3,API3-USDT,SELL,BID,API3,USDT,25.00000000,24.94661391,,0.0001,0.000001,0.000001,1,1,1,0.0001,0.0001,0.0001,370000,1300,1000000,1000000,1000000,1000000
USDT,USDC,APT,USDT,USDC-USDT,BUY,ASK,USDT,USDC,APT-USDC,BUY,ASK,USDC,APT,APT-USDT,SELL,BID,APT,USDT,25.00000000,24.94472400,,0.000001,0.0001,0.0001,1,0.1,0.1,0.0001,0.001,0.001,1000000,1000000,1000000,1000000,1000000,1000000
USDT,APT,USDC,USDT,APT-USDT,BUY,ASK,USDT,APT,APT-USDC,SELL,BID,APT,USDC,USDC-USDT,SELL,BID,USDC,USDT,25.00000000,24.94717291,,0.0001,0.0001,0.000001,0.1,0.1,1,0.001,0.001,0.0001,1000000,1000000,1000000,1000000,1000000,1000000
USDT,APT,EUR,USDT,APT-USDT,BUY,ASK,USDT,APT,APT-EUR,SELL,BID,APT,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.92430000,,0.0001,0.00001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,3000,150000,1000000,1000000,1000000
USDT,EUR,APT,USDT,USDT-EUR,SELL,BID,USDT,EUR,APT-EUR,BUY,ASK,EUR,APT,APT-USDT,SELL,BID,APT,USDT,25.00000000,24.96678870,,0.0001,0.00001,0.0001,1,0.1,0.1,0.0001,0.001,0.001,150000,3000,1000000,1000000,1000000,1000000
USDT,APT,USD,USDT,APT-USDT,BUY,ASK,USDT,APT,APT-USD,SELL,BID,APT,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96220000,,0.0001,0.0001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,3300,370000,1000000,1000000,1000000
USDT,USD,APT,USDT,USDT-USD,SELL,BID,USDT,USD,APT-USD,BUY,ASK,USD,APT,APT-USDT,SELL,BID,APT,USDT,25.00000000,24.94472400,,0.0001,0.0001,0.0001,1,0.1,0.1,0.0001,0.001,0.001,370000,3300,1000000,1000000,1000000,1000000
USDT,AR,USD,USDT,AR-USDT,BUY,ASK,USDT,AR,AR-USD,SELL,BID,AR,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.96400000,,0.000001,0.000001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,1700,370000,1000000,1000000,1000000
USDT,USD,AR,USDT,USDT-USD,SELL,BID,USDT,USD,AR-USD,BUY,ASK,USD,AR,AR-USDT,SELL,BID,AR,USDT,25.00000000,24.93945502,,0.0001,0.000001,0.000001,1,0.1,0.1,0.0001,0.001,0.001,370000,1700,1000000,1000000,1000000,1000000
USDT,ARB,EUR,USDT,ARB-USDT,BUY,ASK,USDT,ARB,ARB-EUR,SELL,BID,ARB,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.93570000,,0.0001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,4000,150000,1000000,1000000,1000000
USDT,EUR,ARB,USDT,USDT-EUR,SELL,BID,USDT,EUR,ARB-EUR,BUY,ASK,EUR,ARB,ARB-USDT,SELL,BID,ARB,USDT,25.00000000,24.96427935,,0.0001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,150000,4000,1000000,1000000,1000000,1000000
USDT,ARB,USD,USDT,ARB-USDT,BUY,ASK,USDT,ARB,ARB-USD,SELL,BID,ARB,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.98120000,,0.0001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,3900,370000,1000000,1000000,1000000
USDT,USD,ARB,USDT,USDT-USD,SELL,BID,USDT,USD,ARB-USD,BUY,ASK,USD,ARB,ARB-USDT,SELL,BID,ARB,USDT,25.00000000,24.95076363,,0.0001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,370000,3900,1000000,1000000,1000000,1000000
USDT,ARG,USD,USDT,ARG-USDT,BUY,ASK,USDT,ARG,ARG-USD,SELL,BID,ARG,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.88900000,,0.0001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000,1000,370000,1000000,1000000,1000000
USDT,USD,ARG,USDT,USDT-USD,SELL,BID,USDT,USD,ARG-USD,BUY,ASK,USD,ARG,ARG-USDT,SELL,BID,ARG,USDT,25.00000000,24.80206745,,0.0001,0.0001,0.0001,1,1,1,0.0001,0.0001,0.0001,370000,1000,1000,1000000,1000000,1000000
USDT,ARKM,USD,USDT,ARKM-USDT,BUY,ASK,USDT,ARKM,ARKM-USD,SELL,BID,ARKM,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.95560000,,0.001,0.001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,1600,370000,1000000,1000000,1000000
USDT,USD,ARKM,USDT,USDT-USD,SELL,BID,USDT,USD,ARKM-USD,BUY,ASK,USD,ARKM,ARKM-USDT,SELL,BID,ARKM,USDT,25.00000000,24.95111420,,0.0001,0.001,0.001,1,1,1,0.0001,0.0001,0.0001,370000,1600,1000000,1000000,1000000,1000000
USDT,ASP,USD,USDT,ASP-USDT,BUY,ASK,USDT,ASP,ASP-USD,SELL,BID,ASP,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.90650000,,0.01,0.01,0.0001,10,10,1,0.00001,0.00001,0.0001,5700,1000,370000,1000000,1000000,1000000
USDT,USD,ASP,USDT,USDT-USD,SELL,BID,USDT,USD,ASP-USD,BUY,ASK,USD,ASP,ASP-USDT,SELL,BID,ASP,USDT,25.00000000,24.91345080,,0.0001,0.01,0.01,1,10,10,0.0001,0.00001,0.00001,370000,1000,5700,1000000,1000000,1000000
USDT,ASTER,USD,USDT,ASTER-USDT,BUY,ASK,USDT,ASTER,ASTER-USD,SELL,BID,ASTER,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.97510000,,0.001,0.001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,1000000,370000,1000000,1000000,1000000
USDT,USD,ASTER,USDT,USDT-USD,SELL,BID,USDT,USD,ASTER-USD,BUY,ASK,USD,ASTER,ASTER-USDT,SELL,BID,ASTER,USDT,25.00000000,24.95873550,,0.0001,0.001,0.001,1,1,1,0.0001,0.0001,0.0001,370000,1000000,1000000,1000000,1000000,1000000
USDT,ASTR,EUR,USDT,ASTR-USDT,BUY,ASK,USDT,ASTR,ASTR-EUR,SELL,BID,ASTR,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.87660000,,0.000001,0.001,0.0001,10,10,1,0.00001,0.00001,0.0001,11000,2000,150000,1000000,1000000,1000000
USDT,EUR,ASTR,USDT,USDT-EUR,SELL,BID,USDT,EUR,ASTR-EUR,BUY,ASK,EUR,ASTR,ASTR-USDT,SELL,BID,ASTR,USDT,25.00000000,25.02924024,,0.0001,0.001,0.000001,1,10,10,0.0001,0.00001,0.00001,150000,2000,11000,1000000,1000000,1000000
USDT,ASTR,USD,USDT,ASTR-USDT,BUY,ASK,USDT,ASTR,ASTR-USD,SELL,BID,ASTR,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.88440000,,0.000001,0.000001,0.0001,10,10,1,0.00001,0.00001,0.0001,11000,1000,370000,1000000,1000000,1000000
USDT,USD,ASTR,USDT,USDT-USD,SELL,BID,USDT,USD,ASTR-USD,BUY,ASK,USD,ASTR,ASTR-USDT,SELL,BID,ASTR,USDT,25.00000000,24.91635559,,0.0001,0.000001,0.000001,1,10,10,0.0001,0.00001,0.00001,370000,1000,11000,1000000,1000000,1000000
USDT,ATH,USD,USDT,ATH-USDT,BUY,ASK,USDT,ATH,ATH-USD,SELL,BID,ATH,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.95430000,,0.1,0.1,0.0001,100,100,1,0.00001,0.00001,0.0001,1000000,4200,370000,1000000,1000000,1000000
USDT,USD,ATH,USDT,USDT-USD,SELL,BID,USDT,USD,ATH-USD,BUY,ASK,USD,ATH,ATH-USDT,SELL,BID,ATH,USDT,25.00000000,24.93750600,,0.0001,0.1,0.1,1,100,100,0.0001,0.00001,0.00001,370000,4200,1000000,1000000,1000000,1000000
USDT,ATOM,EUR,USDT,ATOM-USDT,BUY,ASK,USDT,ATOM,ATOM-EUR,SELL,BID,ATOM,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.91620000,,0.000001,0.00001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,3000,150000,1000000,1000000,1000000
USDT,EUR,ATOM,USDT,USDT-EUR,SELL,BID,USDT,EUR,ATOM-EUR,BUY,ASK,EUR,ATOM,ATOM-USDT,SELL,BID,ATOM,USDT,25.00000000,24.94152253,,0.0001,0.00001,0.000001,1,0.1,0.1,0.0001,0.001,0.001,150000,3000,1000000,1000000,1000000,1000000
USDT,ATOM,USD,USDT,ATOM-USDT,BUY,ASK,USDT,ATOM,ATOM-USD,SELL,BID,ATOM,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.99480000,,0.000001,0.000001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,4700,370000,1000000,1000000,1000000
USDT,USD,ATOM,USDT,USDT-USD,SELL,BID,USDT,USD,ATOM-USD,BUY,ASK,USD,ATOM,ATOM-USDT,SELL,BID,ATOM,USDT,25.00000000,24.96471693,,0.0001,0.000001,0.000001,1,0.1,0.1,0.0001,0.001,0.001,370000,4700,1000000,1000000,1000000,1000000
USDT,AUCTION,USD,USDT,AUCTION-USDT,BUY,ASK,USDT,AUCTION,AUCTION-USD,SELL,BID,AUCTION,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.95790000,,0.000001,0.000001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,1600,370000,1000000,1000000,1000000
USDT,USD,AUCTION,USDT,USDT-USD,SELL,BID,USDT,USD,AUCTION-USD,BUY,ASK,USD,AUCTION,AUCTION-USDT,SELL,BID,AUCTION,USDT,25.00000000,24.94056290,,0.0001,0.000001,0.000001,1,0.1,0.1,0.0001,0.001,0.001,370000,1600,1000000,1000000,1000000,1000000
USDT,USDC,AVAX,USDT,USDC-USDT,BUY,ASK,USDT,USDC,AVAX-USDC,BUY,ASK,USDC,AVAX,AVAX-USDT,SELL,BID,AVAX,USDT,25.00000000,24.99397773,,0.000001,0.0001,0.000001,1,0.1,0.1,0.0001,0.001,0.001,1000000,1000000,1000000,1000000,1000000,1000000
USDT,AVAX,USDC,USDT,AVAX-USDT,BUY,ASK,USDT,AVAX,AVAX-USDC,SELL,BID,AVAX,USDC,USDC-USDT,SELL,BID,USDC,USDT,25.00000000,24.99905647,,0.000001,0.0001,0.000001,0.1,0.1,1,0.001,0.001,0.0001,1000000,1000000,1000000,1000000,1000000,1000000
USDT,AVAX,EUR,USDT,AVAX-USDT,BUY,ASK,USDT,AVAX,AVAX-EUR,SELL,BID,AVAX,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.93790000,,0.000001,0.000001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,4000,150000,1000000,1000000,1000000
USDT,EUR,AVAX,USDT,USDT-EUR,SELL,BID,USDT,EUR,AVAX-EUR,BUY,ASK,EUR,AVAX,AVAX-USDT,SELL,BID,AVAX,USDT,25.00000000,24.99054213,,0.0001,0.000001,0.000001,1,0.1,0.1,0.0001,0.001,0.001,150000,4000,1000000,1000000,1000000,1000000
USDT,AVAX,USD,USDT,AVAX-USDT,BUY,ASK,USDT,AVAX,AVAX-USD,SELL,BID,AVAX,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,25.00130000,,0.000001,0.000001,0.0001,0.1,0.1,1,0.001,0.001,0.0001,1000000,8100,370000,1000000,1000000,1000000
USDT,USD,AVAX,USDT,USDT-USD,SELL,BID,USDT,USD,AVAX-USD,BUY,ASK,USD,AVAX,AVAX-USDT,SELL,BID,AVAX,USDT,25.00000000,24.98794089,,0.0001,0.000001,0.000001,1,0.1,0.1,0.0001,0.001,0.001,370000,8100,1000000,1000000,1000000,1000000
USDT,AVNT,USD,USDT,AVNT-USDT,BUY,ASK,USDT,AVNT,AVNT-USD,SELL,BID,AVNT,USD,USDT-USD,BUY,ASK,USD,USDT,25.00000000,24.94910000,,0.001,0.001,0.0001,1,1,1,0.0001,0.0001,0.0001,1000000,1000000,370000,1000000,1000000,1000000
USDT,USD,AVNT,USDT,USDT-USD,SELL,BID,USDT,USD,AVNT-USD,BUY,ASK,USD,AVNT,AVNT-USDT,SELL,BID,AVNT,USDT,25.00000000,24.93181110,,0.0001,0.001,0.001,1,1,1,0.0001,0.0001,0.0001,370000,1000000,1000000,1000000,1000000,1000000
USDT,AXS,EUR,USDT,AXS-USDT,BUY,ASK,USDT,AXS,AXS-EUR,SELL,BID,AXS,EUR,USDT-EUR,BUY,ASK,EUR,USDT,25.00000000,24.86480000,,0.000001,0.00001,0.0001,0.1,1,1,0.001,0.0001,0.0001,1000000,3000,150000,1000000,1000000,1000000
USDT,EUR,AXS,USDT,USDT-EUR,SELL,BID,USDT,EUR,AXS-EUR,BUY,ASK,EUR,AXS,AXS-USDT,SELL,BID,AXS,USDT,25.00000000,24.91844640,,0.0001,0.00001,0.000001,1,1,0.1,0.0001,0.0001,0.001,150000,3000,1000000,1000000,1000000,1000000
